"CellName","PageInstance","AdjustmentValue","Comment","RowKey"
"CRGB01R110C050","AF","860",,
"CRGB01R110C055","AF","4300",,
"CRGB01R110C060","AF","1020",,
"CRGB01R110C070","AF","2000",,
"CRGB01R110C075","AF","36",,
"CRGB01R110C080","AF","110",,
"CRGB01R120C010","AF","220",,
"CRGB01R120C020","AF","380",,
"CRGB01R120C040","AF","710",,
"CRGB01R120C050","AF","870",,
"CRGB01R120C055","AF","4460",,
"CRGB01R120C060","AF","1030",,
"CRGB01R120C070","AF","1190",,
"CRGB01R120C075","AF","37",,
"CRGB01R120C080","AF","110",,
"CRGB01R130C010","AF","230",,
"CRGB01R130C020","AF","390",,
"CRGB01R130C040","AF","720",,
"CRGB01R130C050","AF","880",,
"CRGB01R130C055","AF","4620",,
"CRGB01R130C060","AF","1040",,
"CRGB01R130C070","AF","1200",,
"CRGB01R130C075","AF","38",,
"CRGB01R130C080","AF","110",,
"CRGB01R140C010","AF","240",,
"CRGB01R140C020","AF","400",,
"CRGB01R140C040","AF","730",,
"CRGB01R140C050","AF","890",,
"CRGB01R140C055","AF","4780",,
"CRGB01R140C060","AF","1050",,
"CRGB01R140C070","AF","1210",,
"CRGB01R140C075","AF","39",,
"CRGB01R140C080","AF","110",,
"CRGB01R150C010","AF","250",,
"CRGB01R150C020","AF","410",,
"CRGB01R150C040","AF","740",,
"CRGB01R150C050","AF","900",,
"CRGB01R150C055","AF","1510",,
"CRGB01R150C060","AF","1060",,
"CRGB01R150C070","AF","1220",,
"CRGB01R150C075","AF","40",,
"CRGB01R150C080","AF","110",,
"CRGB01R160C010","AF","260",,
"CRGB01R160C020","AF","420",,
"CRGB01R160C040","AF","750",,
"CRGB01R160C050","AF","910",,
"CRGB01R160C055","AF","1520",,
"CRGB01R160C060","AF","1070",,
"CRGB01R160C070","AF","2000",,
"CRGB01R160C075","AF","41",,
"CRGB01R160C080","AF","120",,
"CRGB01R170C010","AF","2921",,
"CRGB01R170C020","AF","5200",,
"CRGB01R170C040","AF","10460",,
"CRGB01R170C050","AF","12550",,
"CRGB01R170C055","AF","41950",,
"CRGB01R170C060","AF","14950",,
"CRGB01R170C070","AF","18940",,
"CRGB01R170C075","AF","512",,
"CRGB01R170C080","AF","1770",,
"CRGB01R170C090","AF","412",,
"CRGB01COUNTRY","CN","CHINA",,
"CRGB01R010C010","CN","1000",,
"CRGB01R010C020","CN","100",,
"CRGB01R010C040","CN","1025",,
"CRGB01R010C050","CN","1175",,
"CRGB01R010C055","CN","800",,
"CRGB01R010C060","CN","1325",,
"CRGB01R010C070","CN","1475",,
"CRGB01R010C075","CN","43",,
"CRGB01R010C080","CN","200",,
"CRGB01R020C010","CN","565",,
"CRGB01R020C020","CN","100",,
"CRGB01R020C040","CN","1035",,
"CRGB01R020C050","CN","1185",,
"CRGB01R020C055","CN","2160",,
"CRGB01R020C060","CN","1335",,
"CRGB01R020C070","CN","1485",,
"CRGB01R020C075","CN","44",,
"CRGB01R020C080","CN","200",,
"CRGB01R030C010","CN","575",,
"CRGB01R030C020","CN","100",,
"CRGB01R030C040","CN","1045",,
"CRGB01R030C050","CN","1195",,
"CRGB01R030C055","CN","1415",,
"CRGB01R030C060","CN","1345",,
"CRGB01R030C070","CN","1495",,
"CRGB01R030C075","CN","45",,
"CRGB01R030C080","CN","200",,
"CRGB01R040C010","CN","585",,
"CRGB01R040C020","CN","100",,
"CRGB01R040C040","CN","1055",,
"CRGB01R040C050","CN","1205",,
"CRGB01R040C055","CN","2190",,
"CRGB01R040C060","CN","1355",,
"CRGB01R040C070","CN","1505",,
"CRGB01R040C075","CN","46",,
"CRGB01R040C080","CN","200",,
"CRGB01R050C010","CN","595",,
"CRGB01R050C020","CN","100",,
"CRGB01R050C040","CN","1065",,
"CRGB01R050C050","CN","1215",,
"CRGB01R050C055","CN","2210",,
"CRGB01R050C060","CN","1365",,
"CRGB01R050C070","CN","1515",,
"CRGB01R050C075","CN","47",,
"CRGB01R050C080","CN","200",,
"CRGB01R060C010","CN","30",,
"CRGB01R060C020","CN","100",,
"CRGB01R060C040","CN","1075",,
"CRGB01R060C050","CN","1225",,
"CRGB01R060C055","CN","1445",,
"CRGB01R060C060","CN","1375",,
"CRGB01R060C070","CN","1525",,
"CRGB01R060C075","CN","48",,
"CRGB01R060C080","CN","200",,
"CRGB01R070C010","CN","30",,
"CRGB01R070C020","CN","100",,
"CRGB01R070C040","CN","1085",,
"CRGB01R070C050","CN","1235",,
"CRGB01R070C055","CN","2240",,
"CRGB01R070C060","CN","1385",,
"CRGB01R070C070","CN","1535",,
"CRGB01R070C075","CN","49",,
"CRGB01R070C080","CN","200",,
"CRGB01R070C090","CN","140",,
"CRGB01R075C010","CN","91",,
"CRGB01R075C020","CN","92",,
"CRGB01R075C040","CN","93",,
"CRGB01R075C050","CN","94",,
"CRGB01R075C055","CN","95",,
"CRGB01R075C060","CN","96",,
"CRGB01R075C070","CN","97",,
"CRGB01R075C075","CN","50",,
"CRGB01R075C080","CN","98",,
"CRGB01R075C090","CN","99",,
"CRGB01R080C010","CN","30",,
"CRGB01R080C020","CN","100",,
"CRGB01R080C040","CN","1095",,
"CRGB01R080C050","CN","1245",,
"CRGB01R080C055","CN","2260",,
"CRGB01R080C060","CN","1395",,
"CRGB01R080C070","CN","1545",,
"CRGB01R080C075","CN","51",,
"CRGB01R080C080","CN","200",,
"CRGB01R080C090","CN","141",,
"CRGB01R085C010","CN","118",,
"CRGB01R085C020","CN","119",,
"CRGB01R085C040","CN","120",,
"CRGB01R085C050","CN","121",,
"CRGB01R085C055","CN","122",,
"CRGB01R085C060","CN","123",,
"CRGB01R085C070","CN","124",,
"CRGB01R085C075","CN","52",,
"CRGB01R085C080","CN","125",,
"CRGB01R085C090","CN","268",,
"CRGB01R090C010","CN","30",,
"CRGB01R090C020","CN","100",,
"CRGB01R090C040","CN","1105",,
"CRGB01R090C050","CN","1255",,
"CRGB01R090C055","CN","2280",,
"CRGB01R090C060","CN","1405",,
"CRGB01R090C070","CN","1555",,
"CRGB01R090C075","CN","53",,
"CRGB01R090C080","CN","200",,
"CRGB01R090C090","CN","143",,
"CRGB01R095C010","CN","118",,
"CRGB01R095C020","CN","119",,
"CRGB01R095C040","CN","120",,
"CRGB01R095C050","CN","121",,
"CRGB01R095C055","CN","122",,
"CRGB01R095C060","CN","123",,
"CRGB01R095C070","CN","124",,
"CRGB01R095C075","CN","54",,
"CRGB01R095C080","CN","125",,
"CRGB01R095C090","CN","126",,
"CRGB01R100C010","CN","30",,
"CRGB01R100C075","CN","55",,
"CRGB01R100C080","CN","200",,
"CRGB01R110C010","CN","30",,
"CRGB01R110C020","CN","100",,
"CRGB01R110C040","CN","1115",,
"CRGB01R110C050","CN","1265",,
"CRGB01R110C055","CN","2300",,
"CRGB01R110C060","CN","1415",,
"CRGB01R110C070","CN","1565",,
"CRGB01R110C075","CN","56",,
"CRGB01R110C080","CN","200",,
"CRGB01R120C010","CN","30",,
"CRGB01R120C020","CN","100",,
"CRGB01R120C040","CN","1125",,
"CRGB01R120C050","CN","1275",,
"CRGB01R120C055","CN","9020",,
"CRGB01R120C060","CN","1425",,
"CRGB01R120C070","CN","1575",,
"CRGB01R120C075","CN","57",,
"CRGB01R120C080","CN","200",,
"CRGB01R130C010","CN","30",,
"CRGB01R130C020","CN","100",,
"CRGB01R130C040","CN","1135",,
"CRGB01R130C050","CN","1285",,
"CRGB01R130C055","CN","2340",,
"CRGB01R130C060","CN","1435",,
"CRGB01R130C070","CN","1585",,
"CRGB01R130C075","CN","58",,
"CRGB01R130C080","CN","200",,
"CRGB01R140C010","CN","30",,
"CRGB01R140C020","CN","100",,
"CRGB01R140C040","CN","1145",,
"CRGB01R140C050","CN","1295",,
"CRGB01R140C055","CN","2360",,
"CRGB01R140C060","CN","1445",,
"CRGB01R140C070","CN","1595",,
"CRGB01R140C075","CN","59",,
"CRGB01R140C080","CN","200",,
"CRGB01R150C010","CN","30",,
"CRGB01R150C020","CN","100",,
"CRGB01R150C040","CN","1155",,
"CRGB01R150C050","CN","1305",,
"CRGB01R150C055","CN","1525",,
"CRGB01R150C060","CN","1455",,
"CRGB01R150C070","CN","1605",,
"CRGB01R150C075","CN","60",,
"CRGB01R150C080","CN","200",,
"CRGB01R160C010","CN","20",,
"CRGB01R160C020","CN","855",,
"CRGB01R160C040","CN","1165",,
"CRGB01R160C050","CN","1315",,
"CRGB01R160C055","CN","1535",,
"CRGB01R160C060","CN","1465",,
"CRGB01R160C070","CN","1615",,
"CRGB01R160C075","CN","61",,
"CRGB01R160C080","CN","200",,
"CRGB01R170C010","CN","3640",,
"CRGB01R170C020","CN","2255",,
"CRGB01R170C040","CN","16425",,
"CRGB01R170C050","CN","18675",,
"CRGB01R170C055","CN","36080",,
"CRGB01R170C060","CN","20925",,
"CRGB01R170C070","CN","23175",,
"CRGB01R170C075","CN","832",,
"CRGB01R170C080","CN","3200",,
"CRGB01R170C090","CN","424",,
"CRGB01COUNTRY","GB","UNITED KINGDOM",,
"CRGB01R010C010","GB","511",,
"CRGB01R010C020","GB","671",,
"CRGB01R010C040","GB","981",,
"CRGB01R010C050","GB","1131",,
"CRGB01R010C055","GB","50",,
"CRGB01R010C060","GB","1281",,
"CRGB01R010C070","GB","1431",,
"CRGB01R010C075","GB","63",,
"CRGB01R010C080","GB","300",,
"CRGB01R020C010","GB","521",,
"CRGB01R020C020","GB","681",,
"CRGB01R020C040","GB","991",,
"CRGB01R020C050","GB","1141",,
"CRGB01R020C055","GB","50",,
"CRGB01R020C060","GB","1291",,
"CRGB01R020C070","GB","1441",,
"CRGB01R020C075","GB","64",,
"CRGB01R020C080","GB","300",,
"CRGB01R030C010","GB","531",,
"CRGB01R030C020","GB","691",,
"CRGB01R030C040","GB","1001",,
"CRGB01R030C050","GB","1151",,
"CRGB01R030C055","GB","50",,
"CRGB01R030C060","GB","1301",,
"CRGB01R030C070","GB","1451",,
"CRGB01R030C075","GB","65",,
"CRGB01R030C080","GB","300",,
"CRGB01R040C010","GB","541",,
"CRGB01R040C020","GB","701",,
"CRGB01R040C040","GB","1011",,
"CRGB01R040C050","GB","1161",,
"CRGB01R040C055","GB","50",,
"CRGB01R040C060","GB","1311",,
"CRGB01R040C070","GB","1461",,
"CRGB01R040C075","GB","66",,
"CRGB01R040C080","GB","300",,
"CRGB01R050C010","GB","551",,
"CRGB01R050C020","GB","711",,
"CRGB01R050C040","GB","1021",,
"CRGB01R050C050","GB","1171",,
"CRGB01R050C055","GB","50",,
"CRGB01R050C060","GB","1321",,
"CRGB01R050C070","GB","1471",,
"CRGB01R050C075","GB","67",,
"CRGB01R050C080","GB","300",,
"CRGB01R060C010","GB","561",,
"CRGB01R060C020","GB","721",,
"CRGB01R060C040","GB","1031",,
"CRGB01R060C050","GB","1181",,
"CRGB01R060C055","GB","50",,
"CRGB01R060C060","GB","1331",,
"CRGB01R060C070","GB","1481",,
"CRGB01R060C075","GB","68",,
"CRGB01R060C080","GB","300",,
"CRGB01R070C010","GB","571",,
"CRGB01R070C020","GB","731",,
"CRGB01R070C040","GB","1041",,
"CRGB01R070C050","GB","1191",,
"CRGB01R070C055","GB","50",,
"CRGB01R070C060","GB","1341",,
"CRGB01R070C070","GB","1491",,
"CRGB01R070C075","GB","69",,
"CRGB01R070C080","GB","300",,
"CRGB01R070C090","GB","144",,
"CRGB01R075C010","GB","100",,
"CRGB01R075C020","GB","101",,
"CRGB01R075C040","GB","102",,
"CRGB01R075C050","GB","103",,
"CRGB01R075C055","GB","104",,
"CRGB01R075C060","GB","105",,
"CRGB01R075C070","GB","106",,
"CRGB01R075C075","GB","70",,
"CRGB01R075C080","GB","107",,
"CRGB01R075C090","GB","108",,
"CRGB01R080C010","GB","581",,
"CRGB01R080C020","GB","741",,
"CRGB01R080C040","GB","1051",,
"CRGB01R080C050","GB","1201",,
"CRGB01R080C055","GB","50",,
"CRGB01R080C060","GB","1351",,
"CRGB01R080C070","GB","1501",,
"CRGB01R080C075","GB","71",,
"CRGB01R080C080","GB","300",,
"CRGB01R080C090","GB","145",,
"CRGB01R085C010","GB","127",,
"CRGB01R085C020","GB","128",,
"CRGB01R085C040","GB","129",,
"CRGB01R085C050","GB","130",,
"CRGB01R085C055","GB","131",,
"CRGB01R085C060","GB","132",,
"CRGB01R085C070","GB","133",,
"CRGB01R085C075","GB","72",,
"CRGB01R085C080","GB","134",,
"CRGB01R085C090","GB","281",,
"CRGB01R090C010","GB","591",,
"CRGB01R090C020","GB","751",,
"CRGB01R090C040","GB","1000",,
"CRGB01R090C050","GB","1211",,
"CRGB01R090C055","GB","50",,
"CRGB01R090C060","GB","1361",,
"CRGB01R090C070","GB","1511",,
"CRGB01R090C075","GB","73",,
"CRGB01R090C080","GB","300",,
"CRGB01R090C090","GB","147",,
"CRGB01R095C010","GB","127",,
"CRGB01R095C020","GB","128",,
"CRGB01R095C040","GB","129",,
"CRGB01R095C050","GB","130",,
"CRGB01R095C055","GB","131",,
"CRGB01R095C060","GB","132",,
"CRGB01R095C070","GB","133",,
"CRGB01R095C075","GB","74",,
"CRGB01R095C080","GB","134",,
"CRGB01R095C090","GB","135",,
"CRGB01R100C010","GB","601",,
"CRGB01R100C075","GB","75",,
"CRGB01R100C080","GB","300",,
"CRGB01R110C010","GB","611",,
"CRGB01R110C020","GB","761",,
"CRGB01R110C040","GB","1071",,
"CRGB01R110C050","GB","1221",,
"CRGB01R110C055","GB","50",,
"CRGB01R110C060","GB","1371",,
"CRGB01R110C070","GB","1521",,
"CRGB01R110C075","GB","76",,
"CRGB01R110C080","GB","300",,
"CRGB01R120C010","GB","621",,
"CRGB01R120C020","GB","771",,
"CRGB01R120C040","GB","1081",,
"CRGB01R120C050","GB","1231",,
"CRGB01R120C055","GB","50",,
"CRGB01R120C060","GB","1381",,
"CRGB01R120C070","GB","1531",,
"CRGB01R120C075","GB","77",,
"CRGB01R120C080","GB","300",,
"CRGB01R130C010","GB","631",,
"CRGB01R130C020","GB","781",,
"CRGB01R130C040","GB","1091",,
"CRGB01R130C050","GB","1241",,
"CRGB01R130C055","GB","50",,
"CRGB01R130C060","GB","1391",,
"CRGB01R130C070","GB","1541",,
"CRGB01R130C075","GB","78",,
"CRGB01R130C080","GB","300",,
"CRGB01R140C010","GB","641",,
"CRGB01R140C020","GB","791",,
"CRGB01R140C040","GB","1101",,
"CRGB01R140C050","GB","1251",,
"CRGB01R140C055","GB","50",,
"CRGB01R140C060","GB","1401",,
"CRGB01R140C070","GB","1551",,
"CRGB01R140C075","GB","79",,
"CRGB01R140C080","GB","300",,
"CRGB01R150C010","GB","651",,
"CRGB01R150C020","GB","801",,
"CRGB01R150C040","GB","1111",,
"CRGB01R150C050","GB","1261",,
"CRGB01R150C055","GB","50",,
"CRGB01R150C060","GB","1411",,
"CRGB01R150C070","GB","1561",,
"CRGB01R150C075","GB","80",,
"CRGB01R150C080","GB","300",,
"CRGB01R160C010","GB","661",,
"CRGB01R160C020","GB","811",,
"CRGB01R160C040","GB","1121",,
"CRGB01R160C050","GB","1271",,
"CRGB01R160C055","GB","50",,
"CRGB01R160C060","GB","1421",,
"CRGB01R160C070","GB","2000",,
"CRGB01R160C075","GB","81",,
"CRGB01R160C080","GB","300",,
"CRGB01R170C010","GB","9376",,
"CRGB01R170C020","GB","11115",,
"CRGB01R170C040","GB","15704",,
"CRGB01R170C050","GB","18015",,
"CRGB01R170C055","GB","750",,
"CRGB01R170C060","GB","20265",,
"CRGB01R170C070","GB","22944",,
"CRGB01R170C075","GB","1152",,
"CRGB01R170C080","GB","4800",,
"CRGB01R170C090","GB","436",,
"CRGB01COUNTRY","CTRYTOTAL","Direct cell edit",,
"CRGB01R010C010","CTRYTOTAL","1166",,
"CRGB01R010C020","CTRYTOTAL","741",,
"CRGB01R010C040","CTRYTOTAL","2606",,
"CRGB01R010C050","CTRYTOTAL","3066",,
"CRGB01R010C055","CTRYTOTAL","1000",,
"CRGB01R010C060","CTRYTOTAL","3526",,
"CRGB01R010C070","CTRYTOTAL","3986",,
"CRGB01R010C075","CTRYTOTAL","129",,
"CRGB01R010C080","CTRYTOTAL","610",,
"CRGB01R020C010","CTRYTOTAL","852",,
"CRGB01R020C020","CTRYTOTAL","1061",,
"CRGB01R020C040","CTRYTOTAL","2636",,
"CRGB01R020C050","CTRYTOTAL","3096",,
"CRGB01R020C055","CTRYTOTAL","2530",,
"CRGB01R020C060","CTRYTOTAL","3556",,
"CRGB01R020C070","CTRYTOTAL","4016",,
"CRGB01R020C075","CTRYTOTAL","132",,
"CRGB01R020C080","CTRYTOTAL","610",,
"CRGB01R030C010","CTRYTOTAL","1226",,
"CRGB01R030C020","CTRYTOTAL","1081",,
"CRGB01R030C040","CTRYTOTAL","2666",,
"CRGB01R030C050","CTRYTOTAL","3126",,
"CRGB01R030C055","CTRYTOTAL","3775",,
"CRGB01R030C060","CTRYTOTAL","3586",,
"CRGB01R030C070","CTRYTOTAL","4046",,
"CRGB01R030C075","CTRYTOTAL","135",,
"CRGB01R030C080","CTRYTOTAL","610",,
"CRGB01R040C010","CTRYTOTAL","1256",,
"CRGB01R040C020","CTRYTOTAL","1101",,
"CRGB01R040C040","CTRYTOTAL","2696",,
"CRGB01R040C050","CTRYTOTAL","3156",,
"CRGB01R040C055","CTRYTOTAL","4860",,
"CRGB01R040C060","CTRYTOTAL","3616",,
"CRGB01R040C070","CTRYTOTAL","4076",,
"CRGB01R040C075","CTRYTOTAL","138",,
"CRGB01R040C080","CTRYTOTAL","610",,
"CRGB01R050C010","CTRYTOTAL","1286",,
"CRGB01R050C020","CTRYTOTAL","1121",,
"CRGB01R050C040","CTRYTOTAL","2726",,
"CRGB01R050C050","CTRYTOTAL","3186",,
"CRGB01R050C055","CTRYTOTAL","5180",,
"CRGB01R050C060","CTRYTOTAL","3646",,
"CRGB01R050C070","CTRYTOTAL","4106",,
"CRGB01R050C075","CTRYTOTAL","141",,
"CRGB01R050C080","CTRYTOTAL","610",,
"CRGB01R060C010","CTRYTOTAL","751",,
"CRGB01R060C020","CTRYTOTAL","1151",,
"CRGB01R060C040","CTRYTOTAL","2766",,
"CRGB01R060C050","CTRYTOTAL","3226",,
"CRGB01R060C055","CTRYTOTAL","2465",,
"CRGB01R060C060","CTRYTOTAL","3686",,
"CRGB01R060C070","CTRYTOTAL","4146",,
"CRGB01R060C075","CTRYTOTAL","144",,
"CRGB01R060C080","CTRYTOTAL","610",,
"CRGB01R070C010","CTRYTOTAL","771",,
"CRGB01R070C020","CTRYTOTAL","1171",,
"CRGB01R070C040","CTRYTOTAL","2796",,
"CRGB01R070C050","CTRYTOTAL","3256",,
"CRGB01R070C055","CTRYTOTAL","5800",,
"CRGB01R070C060","CTRYTOTAL","3716",,
"CRGB01R070C070","CTRYTOTAL","4176",,
"CRGB01R070C075","CTRYTOTAL","147",,
"CRGB01R070C080","CTRYTOTAL","610",,
"CRGB01R070C090","CTRYTOTAL","420",,
"CRGB01R075C010","CTRYTOTAL","273",,
"CRGB01R075C020","CTRYTOTAL","276",,
"CRGB01R075C040","CTRYTOTAL","279",,
"CRGB01R075C050","CTRYTOTAL","282",,
"CRGB01R075C055","CTRYTOTAL","285",,
"CRGB01R075C060","CTRYTOTAL","288",,
"CRGB01R075C070","CTRYTOTAL","291",,
"CRGB01R075C075","CTRYTOTAL","150",,
"CRGB01R075C080","CTRYTOTAL","294",,
"CRGB01R075C090","CTRYTOTAL","297",,
"CRGB01R080C010","CTRYTOTAL","791",,
"CRGB01R080C020","CTRYTOTAL","1191",,
"CRGB01R080C040","CTRYTOTAL","2826",,
"CRGB01R080C050","CTRYTOTAL","3286",,
"CRGB01R080C055","CTRYTOTAL","6130",,
"CRGB01R080C060","CTRYTOTAL","3746",,
"CRGB01R080C070","CTRYTOTAL","4206",,
"CRGB01R080C075","CTRYTOTAL","153",,
"CRGB01R080C080","CTRYTOTAL","610",,
"CRGB01R080C090","CTRYTOTAL","423",,
"CRGB01R085C010","CTRYTOTAL","354",,
"CRGB01R085C020","CTRYTOTAL","357",,
"CRGB01R085C040","CTRYTOTAL","360",,
"CRGB01R085C050","CTRYTOTAL","363",,
"CRGB01R085C055","CTRYTOTAL","366",,
"CRGB01R085C060","CTRYTOTAL","369",,
"CRGB01R085C070","CTRYTOTAL","372",,
"CRGB01R085C075","CTRYTOTAL","156",,
"CRGB01R085C080","CTRYTOTAL","375",,
"CRGB01R085C090","CTRYTOTAL","804",,
"CRGB01R090C010","CTRYTOTAL","811",,
"CRGB01R090C020","CTRYTOTAL","1211",,
"CRGB01R090C040","CTRYTOTAL","2856",,
"CRGB01R090C050","CTRYTOTAL","3316",,
"CRGB01R090C055","CTRYTOTAL","6470",,
"CRGB01R090C060","CTRYTOTAL","3776",,
"CRGB01R090C070","CTRYTOTAL","4236",,
"CRGB01R090C075","CTRYTOTAL","159",,
"CRGB01R090C080","CTRYTOTAL","610",,
"CRGB01R090C090","CTRYTOTAL","429",,
"CRGB01R095C010","CTRYTOTAL","354",,
"CRGB01R095C020","CTRYTOTAL","357",,
"CRGB01R095C040","CTRYTOTAL","360",,
"CRGB01R095C050","CTRYTOTAL","363",,
"CRGB01R095C055","CTRYTOTAL","366",,
"CRGB01R095C060","CTRYTOTAL","369",,
"CRGB01R095C070","CTRYTOTAL","372",,
"CRGB01R095C075","CTRYTOTAL","162",,
"CRGB01R095C080","CTRYTOTAL","375",,
"CRGB01R095C090","CTRYTOTAL","378",,
"CRGB01R100C010","CTRYTOTAL","831",,
"CRGB01R100C075","CTRYTOTAL","165",,
"CRGB01R100C080","CTRYTOTAL","610",,
"CRGB01R110C010","CTRYTOTAL","851",,
"CRGB01R110C020","CTRYTOTAL","1231",,
"CRGB01R110C040","CTRYTOTAL","2886",,
"CRGB01R110C050","CTRYTOTAL","3346",,
"CRGB01R110C055","CTRYTOTAL","6650",,
"CRGB01R110C060","CTRYTOTAL","3806",,
"CRGB01R110C070","CTRYTOTAL","4266",,
"CRGB01R110C075","CTRYTOTAL","168",,
"CRGB01R110C080","CTRYTOTAL","610",,
"CRGB01R120C010","CTRYTOTAL","871",,
"CRGB01R120C020","CTRYTOTAL","1251",,
"CRGB01R120C040","CTRYTOTAL","2916",,
"CRGB01R120C050","CTRYTOTAL","3376",,
"CRGB01R120C055","CTRYTOTAL","13530",,
"CRGB01R120C060","CTRYTOTAL","3836",,
"CRGB01R120C070","CTRYTOTAL","4296",,
"CRGB01R120C075","CTRYTOTAL","171",,
"CRGB01R120C080","CTRYTOTAL","610",,
"CRGB01R130C010","CTRYTOTAL","891",,
"CRGB01R130C020","CTRYTOTAL","1271",,
"CRGB01R130C040","CTRYTOTAL","2946",,
"CRGB01R130C050","CTRYTOTAL","3406",,
"CRGB01R130C055","CTRYTOTAL","7010",,
"CRGB01R130C060","CTRYTOTAL","3866",,
"CRGB01R130C070","CTRYTOTAL","4326",,
"CRGB01R130C075","CTRYTOTAL","174",,
"CRGB01R130C080","CTRYTOTAL","610",,
"CRGB01R140C010","CTRYTOTAL","911",,
"CRGB01R140C020","CTRYTOTAL","1291",,
"CRGB01R140C040","CTRYTOTAL","2976",,
"CRGB01R140C050","CTRYTOTAL","3436",,
"CRGB01R140C055","CTRYTOTAL","7190",,
"CRGB01R140C060","CTRYTOTAL","3896",,
"CRGB01R140C070","CTRYTOTAL","4356",,
