"CellName","PageInstance","AdjustmentValue","Comment","RowKey"
"MKEQR030C040","US","1012",,
"MKEQR040C010","US","0",,
"MKEQR040C020","US","2330",,
"MKEQR040C030","US","-1102",,
"MKEQR040C040","US","-1012",,
"MKEQR050C010","US","0",,
"MKEQR050C020","US","2330",,
"MKEQR050C030","US","-1102",,
"MKEQR050C040","US","-1012",,
"MKEQR050C050","US","-2114",,
"MKEQR050C060","US","-169.12",,
"MKEQR080C010","US","230",,
"MKEQR080C020","US","240",,
"MKEQR080C030","US","250",,
"MKEQR080C040","US","260",,
"MKEQR080C050","US","510",,
"MKEQR080C060","US","163.2",,
"MKEQR090C010","US","22900",,
"MKEQR090C020","US","23000",,
"MKEQR090C030","US","23100",,
"MKEQR090C040","US","23200",,
"MKEQR090C050","US","46300",,
"MKEQR090C060","US","6100",,
"MKEQR100C060","US","3000",,
"MKEQR110C060","US","3100",,
"MKEQR120C060","US","0",,
"MKEQR130C060","US","0",,
"MKEQMARKET","AT","Austria",,
"MKEQR010C060","AT","270.8",,
"MKEQR010C070","AT","3385",,
"MKEQR020C010","AT","890",,
"MKEQR020C020","AT","2220",,
"MKEQR020C030","AT","0",,
"MKEQR020C040","AT","0",,
"MKEQR020C050","AT","0",,
"MKEQR020C060","AT","0",,
"MKEQR021C010","AT","500",,
"MKEQR021C020","AT","600",,
"MKEQR022C010","AT","390",,
"MKEQR022C020","AT","1620",,
"MKEQR030C010","AT","900",,
"MKEQR030C020","AT","100",,
"MKEQR030C030","AT","110",,
"MKEQR030C040","AT","120",,
"MKEQR040C010","AT","-10",,
"MKEQR040C020","AT","2120",,
"MKEQR040C030","AT","-110",,
"MKEQR040C040","AT","-120",,
"MKEQR050C010","AT","-10",,
"MKEQR050C020","AT","2120",,
"MKEQR050C030","AT","-110",,
"MKEQR050C040","AT","-120",,
"MKEQR050C050","AT","-230",,
"MKEQR050C060","AT","-18.4",,
"MKEQR080C010","AT","230",,
"MKEQR080C020","AT","240",,
"MKEQR080C030","AT","250",,
"MKEQR080C040","AT","260",,
"MKEQR080C050","AT","510",,
"MKEQR080C060","AT","163.2",,
"MKEQR090C010","AT","12900",,
"MKEQR090C020","AT","13000",,
"MKEQR090C030","AT","13100",,
"MKEQR090C040","AT","13200",,
"MKEQR090C050","AT","26300",,
"MKEQR090C060","AT","126",,
"MKEQR100C060","AT","30",,
"MKEQR110C060","AT","31",,
"MKEQR120C060","AT","32",,
"MKEQR130C060","AT","33",,
"_PageInstDesc","FI","Finland",,
"_PageInstDesc","TOTAL","Total",,
"_PageInstDesc","US","USA",,
"_PageInstDesc","AT","Austria",,
