"CellName","PageInstance","AdjustmentValue","Comment","RowKey"
"CRSIR070C040","1","14400",,
"CRSIR070C050","1","-10345",,
"CRSIR070C060","1","-15000",,
"CRSIR070C070","1","-15300",,
"CRSIR070C080","1","-30300",,
"CRSIR070C090","1","15900",,
"CRSIR070C100","1","-24745",,
"CRSIR070C110","1","-10200",,
"CRSIR080C010","1","16800",,
"CRSIR080C020","1","-21000",,
"CRSIR080C030","1","-6429",,
"CRSIR080C040","1","17700",,
"CRSIR080C050","1","7071",,
"CRSIR080C060","1","-18300",,
"CRSIR080C070","1","-18600",,
"CRSIR080C080","1","-36900",,
"CRSIR080C090","1","19200",,
"CRSIR080C100","1","-10629",,
"CRSIR080C110","1","-1026",,
"CRSIR090C010","1","7811",,
"CRSIR090C020","1","-20400",,
"CRSIR090C030","1","-6900",,
"CRSIR090C040","1","21000",,
"CRSIR090C050","1","1511",,
"CRSIR090C060","1","-21600",,
"CRSIR090C070","1","-21900",,
"CRSIR090C080","1","-43500",,
"CRSIR090C090","1","22500",,
"CRSIR090C100","1","-19489",,
"CRSIR090C110","1","-126900",,
"CRSIR100C010","1","113276",,
"CRSIR100C020","1","-2808060",,
"CRSIR100C030","1","-178020",,
"CRSIR100C040","1","171000",,
"CRSIR100C050","1","-2701804",,
"CRSIR100C060","1","-174000",,
"CRSIR100C070","1","-175500",,
"CRSIR100C080","1","-349500",,
"CRSIR100C090","1","178500",,
"CRSIR100C100","1","-2872804",,
"CRSIR100C110","1","-47109",,
"CRSIR110C010","1","26700",,
"CRSIR110C020","1","-2700000",,
"CRSIR110C030","1","-22800",,
"CRSIR110C040","1","27600",,
"CRSIR110C050","1","-2668500",,
"CRSIR110C060","1","-28200",,
"CRSIR110C070","1","-28500",,
"CRSIR110C080","1","-56700",,
"CRSIR110C090","1","29100",,
"CRSIR110C100","1","-2696100",,
"CRSIR110C110","1","-1290",,
"CRSIR120C010","1","13333",,
"CRSIR120C020","1","-30300",,
"CRSIR120C030","1","-10800",,
"CRSIR120C040","1","30900",,
"CRSIR120C050","1","3133",,
"CRSIR120C060","1","-31500",,
"CRSIR120C070","1","-31800",,
"CRSIR120C080","1","-63300",,
"CRSIR120C090","1","32400",,
"CRSIR120C100","1","-27767",,
"CRSIR120C110","1","-1800",,
"CRSIR130C010","1","33300",,
"CRSIR130C020","1","-3360",,
"CRSIR130C030","1","-103500",,
"CRSIR130C040","1","34200",,
"CRSIR130C050","1","-39360",,
"CRSIR130C060","1","-34800",,
"CRSIR130C070","1","-35100",,
"CRSIR130C080","1","-69900",,
"CRSIR130C090","1","35700",,
"CRSIR130C100","1","-73560",,
"CRSIR130C110","1","-2019",,
"CRSIR140C010","1","18866",,
"CRSIR140C020","1","-36900",,
"CRSIR140C030","1","-36900",,
"CRSIR140C040","1","37500",,
"CRSIR140C050","1","-17434",,
"CRSIR140C060","1","-38100",,
"CRSIR140C070","1","-38400",,
"CRSIR140C080","1","-76500",,
"CRSIR140C090","1","39000",,
"CRSIR140C100","1","-54934",,
"CRSIR140C110","1","-16800",,
"CRSIR150C010","1","21077",,
"CRSIR150C020","1","-37500",,
"CRSIR150C030","1","-4020",,
"CRSIR150C040","1","40800",,
"CRSIR150C050","1","20357",,
"CRSIR150C060","1","-41400",,
"CRSIR150C070","1","-41700",,
"CRSIR150C080","1","-83100",,
"CRSIR150C090","1","42300",,
"CRSIR150C100","1","-20443",,
"CRSIR150C110","1","-25200",,
"CRSIR160C050","1","43200",,
"CRSIR160C060","1","-43500",,
"CRSIR160C070","1","-43800",,
"CRSIR160C080","1","-87300",,
"CRSIR160C090","1","44400",,
"CRSIR160C100","1","300",,
"CRSIR160C110","1","-2580000",,
"CRSIR170C050","1","638688",,
"CRSIR170C060","1","-666000",,
"CRSIR170C070","1","-669000",,
"CRSIR170C080","1","-1335000",,
"CRSIR170C090","1","675000",,
"CRSIR170C100","1","-21312",,
"CRSIR170C110","1","-119076",,
"CRSIR180C050","1","257688",,
"CRSIR180C060","1","-283500",,
"CRSIR180C070","1","-285000",,
"CRSIR180C080","1","-568500",,
"CRSIR180C090","1","288000",,
"CRSIR180C100","1","-22812",,
"CRSIR180C110","1","-76245",,
"CRSIR190C050","1","25488",,
"CRSIR190C060","1","-50100",,
"CRSIR190C070","1","-50400",,
"CRSIR190C080","1","-100500",,
"CRSIR190C090","1","51000",,
"CRSIR190C100","1","-24012",,
"CRSIR190C110","1","-19050",,
"CRSIR200C050","1","53100",,
"CRSIR200C060","1","-53400",,
"CRSIR200C070","1","-53700",,
"CRSIR200C080","1","-107100",,
"CRSIR200C090","1","54300",,
"CRSIR200C100","1","300",,
"CRSIR200C110","1","-780",,
"CRSIR210C050","1","56400",,
"CRSIR210C060","1","-56700",,
"CRSIR210C070","1","-57000",,
"CRSIR210C080","1","-113700",,
"CRSIR210C090","1","57600",,
"CRSIR210C100","1","300",,
"CRSIR210C110","1","-1695",,
"CRSIR220C050","1","59700",,
"CRSIR220C060","1","-60000",,
"CRSIR220C070","1","-60300",,
"CRSIR220C080","1","-120300",,
"CRSIR220C090","1","60900",,
"CRSIR220C100","1","300",,
"CRSIR220C110","1","-16920",,
"CRSIR230C050","1","63000",,
"CRSIR230C060","1","-63300",,
"CRSIR230C070","1","-63600",,
"CRSIR230C080","1","-126900",,
"CRSIR230C090","1","64200",,
"CRSIR230C100","1","300",,
"CRSIR230C110","1","-37800",,
"CRSIR240C050","1","381000",,
"CRSIR240C060","1","-382500",,
"CRSIR240C070","1","-384000",,
"CRSIR240C080","1","-766500",,
"CRSIR240C090","1","387000",,
"CRSIR240C100","1","1500",,
"CRSIR240C110","1","-42831",,
"CRSIR250C050","1","69600",,
"CRSIR250C060","1","-69900",,
"CRSIR250C070","1","-70200",,
"CRSIR250C080","1","-140100",,
"CRSIR250C090","1","70800",,
"CRSIR250C100","1","300",,
"CRSIR250C110","1","-168",,
"CRSIR260C050","1","72900",,
"CRSIR260C060","1","-73200",,
"CRSIR260C070","1","-73500",,
"CRSIR260C080","1","-146700",,
"CRSIR260C090","1","74100",,
"CRSIR260C100","1","300",,
"CRSIR260C110","1","-1695",,
"CRSIR270C050","1","76200",,
"CRSIR270C060","1","-76500",,
"CRSIR270C070","1","-76800",,
"CRSIR270C080","1","-153300",,
"CRSIR270C090","1","77400",,
"CRSIR270C100","1","300",,
"CRSIR270C110","1","-2400",,
"CRSIR280C050","1","79500",,
"CRSIR280C060","1","-79800",,
"CRSIR280C070","1","-80100",,
"CRSIR280C080","1","-159900",,
"CRSIR280C090","1","80700",,
"CRSIR280C100","1","300",,
"CRSIR280C110","1","-18168",,
"CRSIR290C050","1","82800",,
"CRSIR290C060","1","-83100",,
"CRSIR290C070","1","-83400",,
"CRSIR290C080","1","-166500",,
"CRSIR290C090","1","84000",,
"CRSIR290C100","1","300",,
"CRSIR290C110","1","-20400",,
"CRSIR010C120","1","-9664182",,
"CRSIR010C130","1","2745",,
"CRSIR010C140","1","3150",,
"CRSIR010C150","1","3555",,
"CRSIR010C160","1","3960",,
"CRSIR010C170","1","6836341",,
"CRSIR010C180","1","-9353163",,
"CRSIR010C190","1","129454473",,
"CRSIR010C200","1","6255000",,
"CRSIR010C210","1","6264300",,
"CRSIR010C220","1","6273600",,
"CRSIR020C120","1","1246631",,
"CRSIR020C130","1","85200",,
"CRSIR020C140","1","85500",,
"CRSIR020C150","1","85800",,
"CRSIR020C160","1","86100",,
"CRSIR020C170","1","86400",,
"CRSIR020C180","1","-7020",,
"CRSIR020C190","1","2489100",,
"CRSIR020C200","1","87300",,
"CRSIR020C210","1","87600",,
"CRSIR020C220","1","87900",,
"CRSIR030C120","1","-6143795",,
"CRSIR030C130","1","375",,
"CRSIR030C140","1","510",,
"CRSIR030C150","1","645",,
"CRSIR030C160","1","780",,
"CRSIR030C170","1","1157100",,
"CRSIR030C180","1","-2779215",,
"CRSIR030C190","1","27224100",,
"CRSIR030C200","1","1044000",,
"CRSIR030C210","1","1047000",,
"CRSIR030C220","1","1050000",,
"CRSIR040C120","1","-600982",,
"CRSIR040C170","1","474000",,
"CRSIR040C180","1","-516570",,
"CRSIR040C190","1","12154500",,
"CRSIR040C200","1","478500",,
"CRSIR040C210","1","480000",,
"CRSIR040C220","1","481500",,
"CRSIR050C120","1","-279300",,
"CRSIR050C170","1","90600",,
"CRSIR050C180","1","-3960",,
"CRSIR050C190","1","2340300",,
"CRSIR050C200","1","91500",,
"CRSIR050C210","1","91800",,
"CRSIR050C220","1","92100",,
"CRSIR060C120","1","-128693",,
"CRSIR060C170","1","92700",,
"CRSIR060C180","1","-129360",,
"CRSIR060C190","1","2385600",,
"CRSIR060C200","1","93600",,
"CRSIR060C210","1","93900",,
"CRSIR060C220","1","94200",,
"CRSIR070C120","1","-34945",,
"CRSIR070C170","1","94800",,
"CRSIR070C180","1","-123900",,
"CRSIR070C190","1","2430900",,
"CRSIR070C200","1","95700",,
"CRSIR070C210","1","96000",,
"CRSIR070C220","1","96300",,
"CRSIR080C120","1","-11655",,
"CRSIR080C170","1","96900",,
"CRSIR080C180","1","-1350",,
"CRSIR080C190","1","2476200",,
"CRSIR080C200","1","97800",,
"CRSIR080C210","1","98100",,
"CRSIR080C220","1","98400",,
"CRSIR090C120","1","-146389",,
"CRSIR090C170","1","99000",,
"CRSIR090C180","1","-258000",,
"CRSIR090C190","1","2521500",,
"CRSIR090C200","1","99900",,
"CRSIR090C210","1","100200",,
"CRSIR090C220","1","100500",,
"CRSIR100C120","1","-2919913",,
"CRSIR100C130","1","406043",,
"CRSIR100C140","1","556500",,
"CRSIR100C150","1","558000",,
"CRSIR100C160","1","559500",,
"CRSIR100C170","1","561000",,
"CRSIR100C180","1","-2262645",,
"CRSIR100C190","1","14947500",,
"CRSIR100C200","1","565500",,
"CRSIR100C210","1","567000",,
"CRSIR100C220","1","568500",,
"CRSIR110C120","1","-2697390",,
"CRSIR110C130","1","104400",,
"CRSIR110C140","1","104700",,
"CRSIR110C150","1","105000",,
"CRSIR110C160","1","105300",,
"CRSIR110C170","1","105600",,
"CRSIR110C180","1","-129000",,
"CRSIR110C190","1","2883900",,
"CRSIR110C200","1","106500",,
"CRSIR110C210","1","106800",,
"CRSIR110C220","1","107100",,
"CRSIR120C120","1","-29567",,
"CRSIR120C130","1","36466",,
"CRSIR120C140","1","108000",,
"CRSIR120C150","1","108300",,
"CRSIR120C160","1","108600",,
"CRSIR120C170","1","108900",,
"CRSIR120C180","1","-195000",,
"CRSIR120C190","1","2936700",,
"CRSIR120C200","1","109800",,
"CRSIR120C210","1","110100",,
"CRSIR120C220","1","110400",,
"CRSIR130C120","1","-75579",,
"CRSIR130C130","1","111000",,
"CRSIR130C140","1","111300",,
"CRSIR130C150","1","111600",,
"CRSIR130C160","1","111900",,
"CRSIR130C170","1","112200",,
"CRSIR130C180","1","-2055",,
"CRSIR130C190","1","2989500",,
"CRSIR130C200","1","113100",,
"CRSIR130C210","1","113400",,
"CRSIR130C220","1","113700",,
"CRSIR140C120","1","-71734",,
"CRSIR140C130","1","114300",,
"CRSIR140C140","1","114600",,
"CRSIR140C150","1","114900",,
"CRSIR140C160","1","115200",,
"CRSIR140C170","1","115500",,
"CRSIR140C180","1","-1935000",,
"CRSIR140C190","1","3042300",,
"CRSIR140C200","1","116400",,
"CRSIR140C210","1","116700",,
"CRSIR140C220","1","117000",,
"CRSIR150C120","1","-45643",,
"CRSIR150C130","1","39877",,
"CRSIR150C140","1","117900",,
"CRSIR150C150","1","118200",,
"CRSIR150C160","1","118500",,
"CRSIR150C170","1","118800",,
"CRSIR150C180","1","-1590",,
"CRSIR150C190","1","3095100",,
"CRSIR150C200","1","119700",,
"CRSIR150C210","1","120000",,
"CRSIR150C220","1","120300",,
"CRSIR160C120","1","-2579700",,
"CRSIR160C130","1","120900",,
"CRSIR160C140","1","121200",,
"CRSIR160C150","1","121500",,
"CRSIR160C160","1","121800",,
"CRSIR160C170","1","122100",,
"CRSIR160C190","1","122100",,
"CRSIR170C120","1","-140388",,
"CRSIR170C130","1","915",,
"CRSIR170C140","1","1050",,
"CRSIR170C150","1","1185",,
"CRSIR170C160","1","1320",,
"CRSIR170C170","1","1526100",,
"CRSIR170C180","1","-3830820",,
"CRSIR170C190","1","34781574",,
"CRSIR170C200","1","1536000",,
"CRSIR170C210","1","1539300",,
"CRSIR170C220","1","1542600",,
"CRSIR180C120","1","-99057",,
"CRSIR180C170","1","782100",,
"CRSIR180C180","1","-2458410",,
"CRSIR180C190","1","16925400",,
"CRSIR180C200","1","787500",,
"CRSIR180C210","1","789300",,
"CRSIR180C220","1","791100",,
"CRSIR190C120","1","-43062",,
"CRSIR190C170","1","125100",,
"CRSIR190C180","1","-750",,
"CRSIR190C190","1","3204600",,
"CRSIR190C200","1","126000",,
"CRSIR190C210","1","126300",,
"CRSIR190C220","1","126600",,
"CRSIR200C120","1","-480",,
"CRSIR200C170","1","127200",,
"CRSIR200C180","1","-2202000",,
"CRSIR200C190","1","3253800",,
"CRSIR200C200","1","128100",,
"CRSIR200C210","1","128400",,
"CRSIR200C220","1","128700",,
"CRSIR210C120","1","-1395",,
"CRSIR210C170","1","129300",,
"CRSIR210C180","1","-16380",,
"CRSIR210C190","1","3303000",,
"CRSIR210C200","1","130200",,
"CRSIR210C210","1","130500",,
"CRSIR210C220","1","130800",,
"CRSIR220C120","1","-16620",,
"CRSIR220C170","1","264900",,
"CRSIR220C180","1","-165600",,
"CRSIR220C190","1","3756300",,
"CRSIR220C200","1","266700",,
"CRSIR220C210","1","267300",,
"CRSIR220C220","1","267900",,
"CRSIR230C120","1","-37500",,
"CRSIR230C170","1","135600",,
"CRSIR230C180","1","-73680",,
"CRSIR230C190","1","3407700",,
"CRSIR230C200","1","136500",,
"CRSIR230C210","1","136800",,
"CRSIR230C220","1","137100",,
"CRSIR240C120","1","-41331",,
"CRSIR240C130","1","738000",,
"CRSIR240C140","1","636577",,
"CRSIR240C150","1","741000",,
"CRSIR240C160","1","742500",,
"CRSIR240C170","1","744000",,
"CRSIR240C180","1","-1372410",,
"CRSIR240C190","1","17856174",,
"CRSIR240C200","1","748500",,
"CRSIR240C210","1","750000",,
"CRSIR240C220","1","751500",,
"CRSIR250C120","1","132",,
"CRSIR250C130","1","141000",,
"CRSIR250C140","1","141300",,
"CRSIR250C150","1","141600",,
"CRSIR250C160","1","141900",,
"CRSIR250C170","1","142200",,
"CRSIR250C180","1","-112500",,
"CRSIR250C190","1","3513300",,
"CRSIR250C200","1","143100",,
"CRSIR250C210","1","143400",,
"CRSIR250C220","1","143700",,
"CRSIR260C120","1","-1395",,
"CRSIR260C130","1","144300",,
"CRSIR260C140","1","144600",,
"CRSIR260C150","1","144900",,
"CRSIR260C160","1","145200",,
"CRSIR260C170","1","145500",,
"CRSIR260C180","1","-1920",,
"CRSIR260C190","1","3367374",,
"CRSIR260C200","1","146400",,
"CRSIR260C210","1","146700",,
"CRSIR260C220","1","147000",,
"CRSIR270C120","1","-2100",,
"CRSIR270C130","1","147600",,
"CRSIR270C140","1","147900",,
"CRSIR270C150","1","148200",,
"CRSIR270C160","1","148500",,
"CRSIR270C170","1","148800",,
"CRSIR270C180","1","-1062000",,
"CRSIR270C190","1","3612300",,
"CRSIR270C200","1","149700",,
"CRSIR270C210","1","150000",,
"CRSIR270C220","1","150300",,
"CRSIR280C120","1","-17868",,
"CRSIR280C130","1","150900",,
"CRSIR280C140","1","151200",,
"CRSIR280C150","1","151500",,
"CRSIR280C160","1","151800",,
"CRSIR280C170","1","152100",,
"CRSIR280C180","1","-194100",,
"CRSIR280C190","1","3658500",,
"CRSIR280C200","1","153000",,
"CRSIR280C210","1","153300",,
"CRSIR280C220","1","153600",,
"CRSIR290C120","1","-20100",,
"CRSIR290C130","1","154200",,
"CRSIR290C140","1","51577",,
"CRSIR290C150","1","154800",,
"CRSIR290C160","1","155100",,
"CRSIR290C170","1","155400",,
"CRSIR290C180","1","-1890",,
"CRSIR290C190","1","3704700",,
"CRSIR290C200","1","156300",,
"CRSIR290C210","1","156600",,
"CRSIR290C220","1","156900",,
"CRSIR010C230","1","8253000",,
"CRSIR010C240","1","8262000",,
"CRSIR010C250","1","8271000",,
"CRSIR010C260","1","8280000",,
"CRSIR010C270","1","8289000",,
"CRSIR010C280","1","8298000",,
"CRSIR010C290","1","8016911",,
"CRSIR010C300","1","8316000",,
"CRSIR010C310","1","8325000",,
"CRSIR010C320","1","8334000",,
"CRSIR010C330","1","8343000",,
"CRSIR020C230","1","157200",,
"CRSIR020C240","1","157500",,
"CRSIR020C250","1","157800",,
"CRSIR020C260","1","158100",,
"CRSIR020C270","1","158400",,
"CRSIR020C280","1","158700",,
"CRSIR020C290","1","159000",,
"CRSIR020C300","1","159300",,
"CRSIR020C310","1","159600",,
"CRSIR020C320","1","159900",,
"CRSIR020C330","1","160200",,
"CRSIR030C230","1","1803000",,
"CRSIR030C240","1","1806000",,
"CRSIR030C250","1","1809000",,
"CRSIR030C260","1","1812000",,
"CRSIR030C270","1","1815000",,
"CRSIR030C280","1","1818000",,
"CRSIR030C290","1","1821000",,
"CRSIR030C300","1","1824000",,
"CRSIR030C310","1","1827000",,
"CRSIR030C320","1","1830000",,
"CRSIR030C330","1","1833000",,
"CRSIR040C230","1","852000",,
"CRSIR040C240","1","853500",,
"CRSIR040C250","1","855000",,
"CRSIR040C260","1","856500",,
"CRSIR040C270","1","858000",,
"CRSIR040C280","1","859500",,
"CRSIR040C290","1","861000",,
"CRSIR040C300","1","862500",,
"CRSIR040C310","1","864000",,
"CRSIR040C320","1","865500",,
"CRSIR040C330","1","867000",,
"CRSIR050C230","1","163800",,
"CRSIR050C240","1","164100",,
"CRSIR050C250","1","164400",,
"CRSIR050C260","1","164700",,
"CRSIR050C270","1","165000",,
"CRSIR050C280","1","165300",,
"CRSIR050C290","1","165600",,
"CRSIR050C300","1","165900",,
"CRSIR050C310","1","166200",,
"CRSIR050C320","1","166500",,
"CRSIR050C330","1","166800",,
"CRSIR060C230","1","167100",,
"CRSIR060C240","1","167400",,
"CRSIR060C250","1","167700",,
"CRSIR060C260","1","168000",,
"CRSIR060C270","1","168300",,
"CRSIR060C280","1","168600",,
"CRSIR060C290","1","168900",,
"CRSIR060C300","1","169200",,
"CRSIR060C310","1","169500",,
"CRSIR060C320","1","169800",,
"CRSIR060C330","1","170100",,
"CRSIR070C230","1","170400",,
"CRSIR070C240","1","170700",,
"CRSIR070C250","1","171000",,
"CRSIR070C260","1","171300",,
"CRSIR070C270","1","171600",,
"CRSIR070C280","1","171900",,
"CRSIR070C290","1","172200",,
"CRSIR070C300","1","172500",,
"CRSIR070C310","1","172800",,
"CRSIR070C320","1","173100",,
"CRSIR070C330","1","173400",,
"CRSIR080C230","1","173700",,
"CRSIR080C240","1","174000",,
"CRSIR080C250","1","174300",,
"CRSIR080C260","1","174600",,
"CRSIR080C270","1","174900",,
"CRSIR080C280","1","175200",,
"CRSIR080C290","1","175500",,
"CRSIR080C300","1","175800",,
"CRSIR080C310","1","176100",,
"CRSIR080C320","1","176400",,
"CRSIR080C330","1","176700",,
"CRSIR090C230","1","177000",,
"CRSIR090C240","1","177300",,
"CRSIR090C250","1","177600",,
"CRSIR090C260","1","177900",,
"CRSIR090C270","1","178200",,
"CRSIR090C280","1","178500",,
"CRSIR090C290","1","178800",,
"CRSIR090C300","1","179100",,
"CRSIR090C310","1","179400",,
"CRSIR090C320","1","179700",,
"CRSIR090C330","1","180000",,
"CRSIR100C230","1","951000",,
"CRSIR100C240","1","952500",,
"CRSIR100C250","1","954000",,
"CRSIR100C260","1","955500",,
"CRSIR100C270","1","957000",,
"CRSIR100C280","1","958500",,
"CRSIR100C290","1","960000",,
"CRSIR100C300","1","961500",,
"CRSIR100C310","1","963000",,
"CRSIR100C320","1","964500",,
"CRSIR100C330","1","966000",,
"CRSIR110C230","1","183600",,
"CRSIR110C240","1","183900",,
"CRSIR110C250","1","184200",,
"CRSIR110C260","1","184500",,
"CRSIR110C270","1","184800",,
"CRSIR110C280","1","185100",,
"CRSIR110C290","1","185400",,
"CRSIR110C300","1","185700",,
"CRSIR110C310","1","186000",,
"CRSIR110C320","1","186300",,
"CRSIR110C330","1","186600",,
"CRSIR120C230","1","186900",,
"CRSIR120C240","1","187200",,
"CRSIR120C250","1","187500",,
"CRSIR120C260","1","187800",,
"CRSIR120C270","1","188100",,
"CRSIR120C280","1","188400",,
"CRSIR120C290","1","188700",,
"CRSIR120C300","1","189000",,
"CRSIR120C310","1","189300",,
"CRSIR120C320","1","189600",,
"CRSIR120C330","1","189900",,
"CRSIR130C230","1","190200",,
"CRSIR130C240","1","190500",,
"CRSIR130C250","1","190800",,
"CRSIR130C260","1","191100",,
"CRSIR130C270","1","191400",,
"CRSIR130C280","1","191700",,
"CRSIR130C290","1","192000",,
"CRSIR130C300","1","192300",,
"CRSIR130C310","1","192600",,
"CRSIR130C320","1","192900",,
"CRSIR130C330","1","193200",,
"CRSIR140C230","1","193500",,
"CRSIR140C240","1","193800",,
"CRSIR140C250","1","194100",,
"CRSIR140C260","1","194400",,
"CRSIR140C270","1","194700",,
"CRSIR140C280","1","195000",,
"CRSIR140C290","1","195300",,
"CRSIR140C300","1","195600",,
"CRSIR140C310","1","195900",,
"CRSIR140C320","1","196200",,
"CRSIR140C330","1","196500",,
"CRSIR150C230","1","196800",,
"CRSIR150C240","1","197100",,
"CRSIR150C250","1","197400",,
"CRSIR150C260","1","197700",,
"CRSIR150C270","1","198000",,
"CRSIR150C280","1","198300",,
"CRSIR150C290","1","198600",,
"CRSIR150C300","1","198900",,
"CRSIR150C310","1","199200",,
"CRSIR150C320","1","199500",,
"CRSIR150C330","1","199800",,
"CRSIR170C230","1","2199000",,
"CRSIR170C240","1","2202000",,
"CRSIR170C250","1","2205000",,
"CRSIR170C260","1","2208000",,
"CRSIR170C270","1","2211000",,
"CRSIR170C280","1","2214000",,
"CRSIR170C290","1","2217000",,
"CRSIR170C300","1","2220000",,
"CRSIR170C310","1","2223000",,
"CRSIR170C320","1","2226000",,
"CRSIR170C330","1","2229000",,
"CRSIR180C230","1","1050000",,
"CRSIR180C240","1","1051500",,
"CRSIR180C250","1","1053000",,
"CRSIR180C260","1","1054500",,
"CRSIR180C270","1","1056000",,
"CRSIR180C280","1","1057500",,
"CRSIR180C290","1","1059000",,
"CRSIR180C300","1","1060500",,
"CRSIR180C310","1","1062000",,
"CRSIR180C320","1","1063500",,
"CRSIR180C330","1","1065000",,
"CRSIR190C230","1","203400",,
"CRSIR190C240","1","203700",,
"CRSIR190C250","1","204000",,
"CRSIR190C260","1","204300",,
"CRSIR190C270","1","204600",,
"CRSIR190C280","1","204900",,
"CRSIR190C290","1","205200",,
"CRSIR190C300","1","205500",,
"CRSIR190C310","1","205800",,
"CRSIR190C320","1","206100",,
"CRSIR190C330","1","206400",,
"CRSIR200C230","1","206700",,
"CRSIR200C240","1","207000",,
"CRSIR200C250","1","207300",,
"CRSIR200C260","1","207600",,
"CRSIR200C270","1","207900",,
"CRSIR200C280","1","208200",,
"CRSIR200C290","1","208500",,
"CRSIR200C300","1","208800",,
"CRSIR200C310","1","209100",,
"CRSIR200C320","1","209400",,
"CRSIR200C330","1","209700",,
"CRSIR210C230","1","210000",,
"CRSIR210C240","1","210300",,
"CRSIR210C250","1","210600",,
"CRSIR210C260","1","210900",,
"CRSIR210C270","1","211200",,
"CRSIR210C280","1","211500",,
"CRSIR210C290","1","211800",,
"CRSIR210C300","1","212100",,
"CRSIR210C310","1","212400",,
"CRSIR210C320","1","212700",,
"CRSIR210C330","1","213000",,
"CRSIR220C230","1","213300",,
"CRSIR220C240","1","213600",,
"CRSIR220C250","1","213900",,
"CRSIR220C260","1","214200",,
"CRSIR220C270","1","214500",,
"CRSIR220C280","1","214800",,
"CRSIR220C290","1","215100",,
"CRSIR220C300","1","215400",,
"CRSIR220C310","1","215700",,
"CRSIR220C320","1","216000",,
"CRSIR220C330","1","216300",,
"CRSIR230C230","1","216600",,
"CRSIR230C240","1","216900",,
"CRSIR230C250","1","217200",,
"CRSIR230C260","1","217500",,
"CRSIR230C270","1","217800",,
"CRSIR230C280","1","218100",,
"CRSIR230C290","1","218400",,
"CRSIR230C300","1","218700",,
"CRSIR230C310","1","219000",,
"CRSIR230C320","1","219300",,
"CRSIR230C330","1","219600",,
"CRSIR240C230","1","1149000",,
"CRSIR240C240","1","1150500",,
"CRSIR240C250","1","1152000",,
"CRSIR240C260","1","1153500",,
"CRSIR240C270","1","1155000",,
"CRSIR240C280","1","1156500",,
"CRSIR240C290","1","1158000",,
"CRSIR240C300","1","1159500",,
"CRSIR240C310","1","1161000",,
"CRSIR240C320","1","1162500",,
"CRSIR240C330","1","1164000",,
"CRSIR250C230","1","223200",,
"CRSIR250C240","1","223500",,
"CRSIR250C250","1","223800",,
"CRSIR250C260","1","224100",,
"CRSIR250C270","1","224400",,
"CRSIR250C280","1","224700",,
"CRSIR250C290","1","225000",,
"CRSIR250C300","1","225300",,
"CRSIR250C310","1","225600",,
"CRSIR250C320","1","225900",,
"CRSIR250C330","1","226200",,
"CRSIR260C230","1","226500",,
"CRSIR260C240","1","226800",,
"CRSIR260C250","1","227100",,
"CRSIR260C260","1","227400",,
"CRSIR260C270","1","227700",,
"CRSIR260C280","1","228000",,
