"CellName","PageInstance","AdjustmentValue","Comment","RowKey"
"MKFXR420C030","1","4587",,
"MKFXR420C040","1","558",,
"MKFXR420C050","1","225",,
"MKFXR430C020","1","2221",,
"MKFXR430C030","1","5853",,
"MKFXR430C040","1","2587",,
"MKFXR430C050","1","2599",,
"MKFXR440C020","1","3245",,
"MKFXR440C030","1","225",,
"MKFXR440C040","1","22",,
"MKFXR440C050","1","12336",,
"MKFXR450C020","1","23",,
"MKFXR450C030","1","459",,
"MKFXR450C040","1","759",,
"MKFXR450C050","1","123",,
"MKFXR460C020","1","59",,
"MKFXR460C030","1","79",,
"MKFXR460C040","1","5413",,
"MKFXR460C050","1","336",,
"MKFXR470C020","1","2669",,
"MKFXR470C030","1","212",,
"MKFXR470C040","1","256",,
"MKFXR470C050","1","221",,
